group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Encript,Encript ,64,,,499893916.0,ns,122
Encript,Encript ,64,,,503450987.0,ns,122
Encript,Encript ,64,,,499386994.0,ns,122
Encript,Encript ,64,,,503654302.0,ns,122
Encript,Encript ,64,,,498776825.0,ns,122
Encript,Encript ,64,,,502634966.0,ns,122
Encript,Encript ,64,,,499093859.0,ns,122
Encript,Encript ,64,,,504758738.0,ns,122
Encript,Encript ,64,,,499491526.0,ns,122
Encript,Encript ,64,,,501596534.0,ns,122
