group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,152,,,122108203.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,122682443.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,123501166.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,121007824.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,125151128.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,132885068.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,127648327.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,122523770.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,125850751.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,127836375.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,127071822.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,125004135.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,123207875.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,125005152.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,124766644.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,124523340.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,123982516.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,123193141.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,126840239.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,126240487.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,125130962.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,122658477.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,125483189.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,127133521.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,123748920.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,124343218.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,124170278.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,129015234.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,120252683.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,119106682.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,123938990.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,119391197.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,120146852.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,118287819.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,117350249.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,120690684.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,117710586.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,120039748.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,120072147.0,ns,1267
Teste Primalidade,Teste Primalidade ,152,,,122245487.0,ns,1267
