group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Encript,Encript ,192,,,504189654.0,ns,30
Encript,Encript ,192,,,504546018.0,ns,30
Encript,Encript ,192,,,503508587.0,ns,30
Encript,Encript ,192,,,505304033.0,ns,30
Encript,Encript ,192,,,503863781.0,ns,30
Encript,Encript ,192,,,505007301.0,ns,30
Encript,Encript ,192,,,502511049.0,ns,30
Encript,Encript ,192,,,508915570.0,ns,30
Encript,Encript ,192,,,504260251.0,ns,30
Encript,Encript ,192,,,506749022.0,ns,30
