group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,768,,,56702051.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55823238.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,57283723.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55627864.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56066040.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56619530.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55724249.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56180527.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55835481.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55997117.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56085834.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55537919.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55329216.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56724906.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56008588.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55949766.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55745505.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55914390.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55758915.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55614304.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56286474.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56701095.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55475362.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55872348.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55857385.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56140255.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56205273.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56411380.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56173945.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56505964.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55972827.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55788355.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56213126.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55420961.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55895808.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55605658.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56676314.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55781320.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56297350.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55652655.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55535505.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56825547.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56557495.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56475257.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55668814.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,57354992.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56223349.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56064812.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56993912.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55141672.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55876553.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56011747.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56528175.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55808251.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55632205.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56102567.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,56250968.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55822978.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55012889.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,57222595.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55932398.0,ns,4
Teste Primalidade,Teste Primalidade ,768,,,55412499.0,ns,4
