group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,72,,,125082716.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124139510.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125063039.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124754174.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125548514.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124788509.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125080019.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124860870.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124871536.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124885406.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125497490.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124778482.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125189516.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,123839532.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,126545637.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125542743.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125894751.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124986559.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125371935.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124574368.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,123986196.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124013143.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125901071.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,123624109.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,123438519.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124925261.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125592844.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124509750.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,122866938.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124457344.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124316730.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,124238147.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,126030272.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,125332344.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,123889585.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,122438671.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,123880330.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,122450101.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,122868436.0,ns,5093
Teste Primalidade,Teste Primalidade ,72,,,121648950.0,ns,5093
