group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,128,,,50257766.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50091697.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49612126.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50126039.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50258569.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50153017.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50024988.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51631535.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51565243.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51921361.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50850126.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51058453.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50965464.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50496985.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50912466.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51096788.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50334384.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50823765.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50443779.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51729415.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51244601.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51884825.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51876235.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51679859.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51279257.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50868450.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49266716.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50759341.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49209835.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50135724.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50942639.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51629622.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50561147.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50793498.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50141636.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50859244.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50250646.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49726112.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49531895.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50528344.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49793114.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50351639.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49661172.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50862185.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50986160.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50380653.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49959554.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50913011.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49583456.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49597724.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50407686.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50241911.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50079211.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49927282.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49270992.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50843110.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50068296.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50894228.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50885112.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50720573.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50219540.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50884912.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50089904.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51202574.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49515400.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50447003.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50547839.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49494444.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50434184.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50141269.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49046165.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49771189.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50014459.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49279064.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50337166.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50354507.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49981503.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49681205.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49567617.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49842826.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49711259.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50356788.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49683269.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49913213.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49923567.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50583145.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49468700.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50562522.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49689095.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49770296.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49955216.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49494774.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49234686.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50159121.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49444248.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49774779.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49967139.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,49620467.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,50195775.0,ns,52
Teste Primalidade,Teste Primalidade ,128,,,51444482.0,ns,52
