group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,120,,,123018231.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124164678.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123363391.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123533258.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124308422.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122746970.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123642619.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124150206.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123826842.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123379583.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122502559.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122523432.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123911631.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122406916.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122980317.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123157230.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122294889.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,128858555.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,130510773.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124588432.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123606218.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122301476.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124180212.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,130232794.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,125290563.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,126413698.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124996377.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,126729000.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124401046.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,124112686.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123327378.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123011896.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122372796.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,121536037.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,122344942.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,131757444.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,137748934.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,125791831.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,125335650.0,ns,3014
Teste Primalidade,Teste Primalidade ,120,,,123705164.0,ns,3014
