group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,448,,,52607360.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50785767.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51682685.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51011693.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52036693.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50678835.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50672580.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51061626.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51218699.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51270567.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50888150.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51157388.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51360013.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50597308.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50729006.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50609874.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51591808.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51212579.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50938363.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51172302.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52231946.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50612023.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51364006.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50919041.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51818280.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51169294.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51180805.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52146847.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51877251.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51302099.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51271723.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51864137.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51129732.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50993506.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50950326.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51526168.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51131908.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50759134.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52010005.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52011712.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51985043.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51322363.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51199754.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51787714.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51140852.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50692052.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51715887.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52045455.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50905513.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51257780.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51002971.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51970473.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50982803.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51075400.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51613346.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51854256.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51028787.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50608696.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50682898.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51814487.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51059326.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51281275.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50693800.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51618656.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50710866.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50684510.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52293348.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51081838.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50494390.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51151438.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51590244.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51978537.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51189525.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51442269.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51563877.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50890526.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51240946.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50177789.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51935595.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50385169.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51058398.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51394956.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51661047.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51657375.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50597825.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50778864.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51600879.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50892967.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50737711.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52753012.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51454138.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51705370.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51446024.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,52333661.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51507071.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50929687.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51549550.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,50933427.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51766901.0,ns,10
Teste Primalidade,Teste Primalidade ,448,,,51186676.0,ns,10
