group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,384,,,53356052.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52031566.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52118975.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52757620.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53289245.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52398838.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52240391.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53065200.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51738068.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51993272.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52034281.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52948628.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52919608.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52897237.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51926276.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53008977.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52797611.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51945842.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52870811.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53446404.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52542971.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52448528.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52827450.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52591027.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52524047.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52707813.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53144305.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51882378.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52507362.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51503616.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52698406.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52435717.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51562883.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51630639.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52889082.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52260199.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51901226.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52703540.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,54685981.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52595127.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52131240.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52461062.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52545416.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52935946.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51878582.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52690904.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52065101.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51404339.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52582575.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52594211.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52370646.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52448476.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51869525.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52489017.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51580092.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52112143.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52011003.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53148387.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51848125.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52400374.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51891317.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52679941.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52061680.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51749023.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52341971.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52522316.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51850085.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52390207.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52786981.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51699759.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52549855.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51483543.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52786145.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52047367.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52018113.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52883756.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52550755.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52272937.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52336711.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52213249.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52503890.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53011200.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52263772.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52128196.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52200884.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52863203.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52516897.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52696491.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52323885.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52161224.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52717068.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52296115.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52225699.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52913318.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53809868.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53562920.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,52948729.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,51732854.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,53273714.0,ns,13
Teste Primalidade,Teste Primalidade ,384,,,54528636.0,ns,13
