group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Encript,Encript ,128,,,504431352.0,ns,55
Encript,Encript ,128,,,502729805.0,ns,55
Encript,Encript ,128,,,502105513.0,ns,55
Encript,Encript ,128,,,503711616.0,ns,55
Encript,Encript ,128,,,502225662.0,ns,55
Encript,Encript ,128,,,503891977.0,ns,55
Encript,Encript ,128,,,502014666.0,ns,55
Encript,Encript ,128,,,503382589.0,ns,55
Encript,Encript ,128,,,504445696.0,ns,55
Encript,Encript ,128,,,503783818.0,ns,55
