group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Teste Primalidade,Teste Primalidade ,960,,,70388465.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69617837.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68127347.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69670339.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68934060.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69155078.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69167100.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68919516.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69189524.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69221055.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69573341.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68665465.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68585316.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68162698.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69485845.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68035906.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68370965.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,70082457.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69229897.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68179118.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69305473.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68061965.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68523290.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68975317.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69452050.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68308264.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69610860.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68219578.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68356460.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69036033.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68388270.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68736558.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,70350642.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68089806.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68244021.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69181167.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68447570.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68472027.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68576004.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68462719.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,67463691.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68675680.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68476039.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68817353.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68540946.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68619147.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69964566.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68121445.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68477439.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69191070.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69427864.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68571526.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69135404.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69047864.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69131905.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68886763.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68534466.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,67943458.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,70496441.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,70060758.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68450966.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69447704.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69164796.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69214102.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69756418.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69054746.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68439552.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69358357.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68548071.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,68770326.0,ns,3
Teste Primalidade,Teste Primalidade ,960,,,69276662.0,ns,3
